shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
5,28.0435940,-82.4067850,169,null
5,28.0435983,-82.4060212,170,null
5,28.0435991,-82.4058817,171,null
5,28.0435980,-82.4052530,172,null
5,28.0436000,-82.4044900,173,null
5,28.0435960,-82.4037170,174,null
5,28.0435790,-82.4027900,175,null
5,28.0435740,-82.4016780,176,null
5,28.0442803,-82.4016551,177,null
5,28.0449848,-82.4016465,178,null
5,28.0456514,-82.4016465,179,null
5,28.0463559,-82.4016551,180,null
5,28.0471917,-82.4016543,181,null
5,28.0480670,-82.4016450,182,null
5,28.0487610,-82.4016530,183,null
5,28.0494238,-82.4016637,184,null
5,28.0496913,-82.4016567,185,null
5,28.0506581,-82.4016671,186,null
5,28.0508049,-82.4016651,187,null
5,28.0519917,-82.4016808,188,null
5,28.0529639,-82.4017170,189,null
5,28.0532680,-82.4017289,190,null
5,28.0534586,-82.4017345,191,null
5,28.0538128,-82.4017438,192,null
5,28.0541908,-82.4017537,193,null
5,28.0543500,-82.4017727,194,null
5,28.0545063,-82.4017942,195,null
5,28.0555567,-82.4018020,196,null
5,28.0561296,-82.4018012,197,null
5,28.0562310,-82.4018018,198,null
5,28.0572039,-82.4018072,199,null
5,28.0582170,-82.4018159,200,null
5,28.0592460,-82.4018452,201,null
5,28.0593579,-82.4018484,202,null
5,28.0597635,-82.4018524,203,null
5,28.0603659,-82.4018620,204,null
5,28.0630739,-82.4018655,205,null
5,28.0634250,-82.4018635,206,null
5,28.0637752,-82.4018639,207,null
5,28.0645456,-82.4018682,208,null
5,28.0662739,-82.4018732,209,null
5,28.0663751,-82.4018765,210,null
5,28.0663560,-82.4021040,211,null
5,28.0663490,-82.4023820,212,null
5,28.0663456,-82.4025129,213,null
5,28.0663390,-82.4027670,214,null
5,28.0662330,-82.4034030,215,null
5,28.0659845,-82.4041464,216,null
5,28.0658584,-82.4046119,217,null
5,28.0657826,-82.4049209,218,null
5,28.0657313,-82.4052426,219,null
5,28.0657086,-82.4055516,220,null
5,28.0657010,-82.4056975,221,null
5,28.0657026,-82.4059338,222,null
5,28.0657092,-82.4069135,223,null
5,28.0657098,-82.4072595,224,null
5,28.0657095,-82.4073893,225,null
5,28.0657080,-82.4079204,226,null
5,28.0657111,-82.4080873,227,null
5,28.0657113,-82.4082893,228,null
5,28.0657118,-82.4092181,229,null
5,28.0657114,-82.4093393,230,null
5,28.0657109,-82.4106221,231,null
5,28.0657109,-82.4107053,232,null
5,28.0657335,-82.4114205,233,null
5,28.0657408,-82.4117195,234,null
5,28.0657416,-82.4117893,235,null
5,28.0657420,-82.4125296,236,null
5,28.0657420,-82.4131150,237,null
5,28.0657420,-82.4132162,238,null
5,28.0656663,-82.4132162,239,null
5,28.0651540,-82.4132176,240,null
5,28.0650555,-82.4132176,241,null
5,28.0649722,-82.4132434,242,null
5,28.0649180,-82.4133260,243,null
5,28.0648889,-82.4134065,244,null
5,28.0648968,-82.4139029,245,null
5,28.0648184,-82.4139041,246,null
5,28.0644665,-82.4139140,247,null
5,28.0644354,-82.4139737,248,null
5,28.0643550,-82.4140313,249,null
5,28.0642816,-82.4140394,250,null
5,28.0642236,-82.4140139,251,null
5,28.0642239,-82.4139482,252,null
5,28.0642248,-82.4137255,253,null
3,28.0642875,-82.4137242,0,null
3,28.0643834,-82.4137725,1,null
3,28.0644567,-82.4138476,2,null
3,28.0644665,-82.4139140,3,null
3,28.0648184,-82.4139041,4,null
3,28.0648968,-82.4139029,5,null
3,28.0651540,-82.4132176,6,null
3,28.0656663,-82.4132162,7,null
3,28.0656648,-82.4131127,8,null
3,28.0656587,-82.4125296,9,null
3,28.0656655,-82.4117882,10,null
3,28.0656669,-82.4117171,11,null
3,28.0657335,-82.4114205,12,null
3,28.0657109,-82.4107053,13,null
3,28.0657109,-82.4106221,14,null
3,28.0657114,-82.4093393,15,null
3,28.0657118,-82.4092181,16,null
3,28.0657113,-82.4082893,17,null
3,28.0657111,-82.4080873,18,null
3,28.0655730,-82.4080858,19,null
3,28.0650195,-82.4080849,20,null
3,28.0648928,-82.4080844,21,null
3,28.0648483,-82.4080843,22,null
3,28.0647864,-82.4080842,23,null
3,28.0640455,-82.4080835,24,null
3,28.0637785,-82.4080805,25,null
3,28.0632799,-82.4080787,26,null
3,28.0631557,-82.4081019,27,null
3,28.0629737,-82.4081786,28,null
3,28.0628768,-82.4082154,29,null
3,28.0626925,-82.4083386,30,null
3,28.0626559,-82.4083657,31,null
3,28.0625590,-82.4084372,32,null
3,28.0624075,-82.4085402,33,null
3,28.0622560,-82.4086175,34,null
3,28.0620763,-82.4086820,35,null
3,28.0619475,-82.4087077,36,null
3,28.0618490,-82.4087163,37,null
3,28.0618112,-82.4087163,38,null
3,28.0617513,-82.4087191,39,null
3,28.0616976,-82.4087249,40,null
3,28.0611977,-82.4087249,41,null
3,28.0610548,-82.4087260,42,null
3,28.0609485,-82.4087269,43,null
3,28.0608114,-82.4087228,44,null
3,28.0605638,-82.4087192,45,null
3,28.0605160,-82.4087249,46,null
3,28.0604361,-82.4087669,47,null
3,28.0601366,-82.4087668,48,null
3,28.0585607,-82.4087773,49,null
3,28.0572098,-82.4087735,50,null
3,28.0570970,-82.4087695,51,null
3,28.0571475,-82.4089140,52,null
3,28.0571693,-82.4089893,53,null
3,28.0571811,-82.4090688,54,null
3,28.0572190,-82.4092919,55,null
3,28.0572417,-82.4094808,56,null
3,28.0572720,-82.4098927,57,null
3,28.0572720,-82.4105451,58,null
3,28.0572342,-82.4109141,59,null
3,28.0572417,-82.4114377,60,null
3,28.0572212,-82.4129732,61,null
3,28.0572219,-82.4130934,62,null
3,28.0573505,-82.4130950,63,null
3,28.0580326,-82.4130964,64,null
3,28.0586832,-82.4130967,65,null
3,28.0590185,-82.4130917,66,null
3,28.0593131,-82.4130902,67,null
3,28.0596764,-82.4130885,68,null
3,28.0597216,-82.4131347,69,null
3,28.0597370,-82.4131896,70,null
3,28.0597357,-82.4132616,71,null
3,28.0597098,-82.4133064,72,null
3,28.0596776,-82.4133430,73,null
3,28.0593155,-82.4133456,74,null
3,28.0590184,-82.4133452,75,null
3,28.0586078,-82.4133416,76,null
3,28.0573476,-82.4133337,77,null
3,28.0572235,-82.4133327,78,null
3,28.0572219,-82.4130934,79,null
3,28.0572212,-82.4129732,80,null
3,28.0572417,-82.4114377,81,null
3,28.0572342,-82.4109141,82,null
3,28.0571887,-82.4105279,83,null
3,28.0571582,-82.4099013,84,null
3,28.0571357,-82.4094722,85,null
3,28.0571205,-82.4092919,86,null
3,28.0570827,-82.4090774,87,null
3,28.0570378,-82.4089223,88,null
3,28.0570277,-82.4088784,89,null
3,28.0569881,-82.4087641,90,null
3,28.0569420,-82.4086537,91,null
3,28.0570591,-82.4086702,92,null
3,28.0571708,-82.4086782,93,null
3,28.0572322,-82.4086725,94,null
3,28.0574973,-82.4086810,95,null
3,28.0585607,-82.4086789,96,null
3,28.0590081,-82.4086716,97,null
3,28.0601367,-82.4086901,98,null
3,28.0604437,-82.4086896,99,null
3,28.0605160,-82.4087249,100,null
3,28.0605638,-82.4087192,101,null
3,28.0608114,-82.4087228,102,null
3,28.0609485,-82.4087269,103,null
3,28.0610548,-82.4087260,104,null
3,28.0611977,-82.4087249,105,null
3,28.0616976,-82.4087249,106,null
3,28.0617513,-82.4087191,107,null
3,28.0618112,-82.4087163,108,null
3,28.0618490,-82.4087163,109,null
3,28.0619475,-82.4087077,110,null
3,28.0620763,-82.4086820,111,null
3,28.0622560,-82.4086175,112,null
3,28.0624075,-82.4085402,113,null
3,28.0625590,-82.4084372,114,null
3,28.0626559,-82.4083657,115,null
3,28.0626925,-82.4083386,116,null
3,28.0628768,-82.4082154,117,null
3,28.0629737,-82.4081786,118,null
3,28.0631557,-82.4081019,119,null
3,28.0632799,-82.4080787,120,null
3,28.0637785,-82.4080805,121,null
3,28.0640455,-82.4080835,122,null
3,28.0647864,-82.4080842,123,null
3,28.0648483,-82.4080843,124,null
3,28.0648928,-82.4080844,125,null
3,28.0650195,-82.4080849,126,null
3,28.0655730,-82.4080858,127,null
3,28.0657111,-82.4080873,128,null
3,28.0657113,-82.4082893,129,null
3,28.0657118,-82.4092181,130,null
3,28.0657114,-82.4093393,131,null
3,28.0657109,-82.4106221,132,null
3,28.0657109,-82.4107053,133,null
3,28.0657335,-82.4114205,134,null
3,28.0657408,-82.4117195,135,null
3,28.0657416,-82.4117893,136,null
3,28.0657420,-82.4125296,137,null
3,28.0657420,-82.4131150,138,null
3,28.0657420,-82.4132162,139,null
3,28.0658406,-82.4132151,140,null
3,28.0663121,-82.4132133,141,null
3,28.0665871,-82.4132141,142,null
3,28.0669760,-82.4132153,143,null
3,28.0670641,-82.4132129,144,null
3,28.0671300,-82.4132128,145,null
3,28.0675640,-82.4132127,146,null
3,28.0676727,-82.4132114,147,null
3,28.0677775,-82.4132058,148,null
3,28.0678922,-82.4132000,149,null
3,28.0684147,-82.4131920,150,null
3,28.0689364,-82.4131982,151,null
3,28.0690475,-82.4131939,152,null
3,28.0690475,-82.4130785,153,null
3,28.0690439,-82.4126112,154,null
3,28.0690440,-82.4099810,155,null
3,28.0690452,-82.4098734,156,null
3,28.0691729,-82.4098706,157,null
3,28.0692415,-82.4098700,158,null
3,28.0695433,-82.4098673,159,null
3,28.0697693,-82.4098702,160,null
3,28.0702023,-82.4098757,161,null
3,28.0706010,-82.4098830,162,null
3,28.0711620,-82.4098880,163,null
3,28.0714139,-82.4098907,164,null
3,28.0718493,-82.4098953,165,null
3,28.0722018,-82.4099028,166,null
3,28.0723019,-82.4099049,167,null
3,28.0724746,-82.4099086,168,null
3,28.0726218,-82.4099125,169,null
3,28.0729702,-82.4099169,170,null
3,28.0732164,-82.4099221,171,null
3,28.0737504,-82.4099333,172,null
3,28.0748078,-82.4099556,173,null
3,28.0748760,-82.4099570,174,null
3,28.0763170,-82.4099870,175,null
3,28.0767628,-82.4099980,176,null
3,28.0779000,-82.4100261,177,null
3,28.0793006,-82.4100878,178,null
3,28.0793649,-82.4100907,179,null
3,28.0802117,-82.4101029,180,null
3,28.0802946,-82.4101539,181,null
3,28.0803419,-82.4102370,182,null
3,28.0803585,-82.4103175,183,null
3,28.0803840,-82.4115170,184,null
3,28.0803827,-82.4116439,185,null
3,28.0803703,-82.4128066,186,null
3,28.0803774,-82.4133108,187,null
3,28.0803803,-82.4141866,188,null
3,28.0796050,-82.4141590,189,null
3,28.0793820,-82.4141510,190,null
3,28.0784997,-82.4141035,191,null
3,28.0784263,-82.4140955,192,null
3,28.0773283,-82.4140526,193,null
3,28.0762734,-82.4140481,194,null
3,28.0760381,-82.4140481,195,null
3,28.0743429,-82.4140207,196,null
3,28.0743179,-82.4140203,197,null
3,28.0739722,-82.4140151,198,null
3,28.0733152,-82.4140132,199,null
3,28.0728362,-82.4140065,200,null
3,28.0723780,-82.4140000,201,null
3,28.0719842,-82.4139992,202,null
3,28.0718967,-82.4139990,203,null
3,28.0715264,-82.4139975,204,null
3,28.0702589,-82.4139866,205,null
3,28.0693046,-82.4139820,206,null
3,28.0691753,-82.4139824,207,null
3,28.0690546,-82.4139851,208,null
3,28.0690475,-82.4131939,209,null
3,28.0689364,-82.4131982,210,null
3,28.0684147,-82.4131920,211,null
3,28.0678922,-82.4132000,212,null
3,28.0677775,-82.4132058,213,null
3,28.0676727,-82.4132114,214,null
3,28.0675640,-82.4132127,215,null
3,28.0671300,-82.4132128,216,null
3,28.0670641,-82.4132129,217,null
3,28.0669760,-82.4132153,218,null
3,28.0665871,-82.4132141,219,null
3,28.0663121,-82.4132133,220,null
3,28.0658406,-82.4132151,221,null
3,28.0657420,-82.4132162,222,null
3,28.0656663,-82.4132162,223,null
3,28.0651540,-82.4132176,224,null
3,28.0648968,-82.4139029,225,null
3,28.0648184,-82.4139041,226,null
3,28.0644665,-82.4139140,227,null
3,28.0644354,-82.4139737,228,null
3,28.0643550,-82.4140313,229,null
3,28.0642816,-82.4140394,230,null
3,28.0642236,-82.4140139,231,null
3,28.0642239,-82.4139482,232,null
3,28.0642248,-82.4137255,233,null
